Respondent ID,Collector ID,Start Date,Timestamp,1. Postcode,2. Age range,3. Gender,4. Language,5. Belonging,6. Cultural activities,7. Te Reo,8. Cultural knowledge,9. Trust NZ government,10. Trust local council,11. Trust NZ Police,12. Safety,13. Discrimination,14. Loneliness,15. Independence,16. Support in crisis,17. Level of control,18. Volunteering time,19. Paid working hours,20. Job Satisfaction,21. Work life Balance,22. Leisure time,23. Be Yourself in NZ,24. Be Yourself in Newlands,25. Life Satisfaction,26. Meaning and Purpose,27. Family Wellbeing,28. Access to Natural Environment,29. Work Travel Time,30. Basic Life Skills,31. Newlands Resident,32. Home Disaster Ready,33. Neigbourhood Support Group,34. Out of Newlands During Day,35. Place out of Newland Disaster Ready,36. Vote General election 2020,37. Vote Local elections 2019,38. Satisfaction income,39. Confident in finding a new job,40. Personal mental health,41. Confident water safety,42. Optimal use of land,43. Location,44. Voted General elections 2023,45. Voted Local Elections 2022
,,,5/11/2019 20:52,6037,65-74,Female,100,100,0,0,0,70,70,70,70,50,80,100,100,90,95,10,80,80,65,95,95,55,70,65,90,30,95,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:49,6037,65-74,Female,100,100,0,0,0,70,70,70,70,50,80,100,100,100,85,100,10,80,80,,,,,,,,,,,,,,,,,,,,,,,
,,,5/11/2019 20:48,6037,35-44,Male,100,100,100,0,50,,100,100,50,70,100,100,45,50,100,40,20,100,15,100,100,65,100,100,100,15,100,No,,,,,,,,,,,,,,
,,,5/11/2019 20:46,6037,35-44,Female,60,60,0,0,0,50,50,50,50,60,50,70,50,70,70,30,50,50,40,80,80,80,80,80,80,15,80,No,Yes,No,No,No,,,,,,,,,,
,,,5/11/2019 20:43,6037,45-54,Male,90,85,75,10,30,50,65,70,90,0,90,65,50,70,70,35,30,75,30,90,85,50,50,70,70,30,95,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:41,6037,35-44,Female,100,95,100,15,80,65,75,100,100,10,90,70,85,85,90,35,95,50,35,85,90,80,100,85,80,30,80,No,,,,,,,,,,,,,,
,,,5/11/2019 20:39,6037,45-54,Male,100,100,70,20,45,45,60,80,90,0,100,95,85,95,25,30,75,70,30,90,75,80,80,75,80,30,80,Yes,,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:37,6037,35-44,Female,100,100,100,0,100,65,55,100,80,0,100,55,100,80,65,15,100,90,15,100,100,100,100,100,100,40,100,No,,,,,,,,,,,,,,
,,,5/11/2019 20:35,6037,35-44,Male,30,30,5,10,10,45,40,95,80,40,50,55,50,50,50,45,45,45,45,40,50,50,50,60,50,50,25,No,No,No,No,No,,,,,,,,,,
,,,5/11/2019 20:33,6037,35-44,Female,100,75,0,15,50,50,45,80,50,70,95,100,100,80,10,15,75,85,70,75,75,70,85,90,90,15,95,Yes,No,No,Yes,No,,,,,,,,,,
,,,5/11/2019 20:31,6037,45-54,Male,100,95,100,0,100,70,25,100,85,25,90,100,50,80,15,30,30,45,75,80,75,75,100,100,100,40,90,No,,,,,,,,,,,,,,
,,,5/11/2019 20:29,6037,25-34,Female,100,50,50,50,50,60,55,100,55,0,50,50,100,100,50,50,50,,30,45,45,55,60,75,75,35,75,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:27,5381,45-54,Female,100,100,100,30,75,55,55,100,75,0,100,100,100,100,85,65,90,60,30,50,90,100,100,100,100,70,80,No,,,,,,,,,,,,,,
,,,5/11/2019 20:25,6037,35-44,Male,95,90,25,0,50,80,85,85,75,50,50,65,50,50,50,40,50,50,50,50,50,50,80,70,45,25,80,Yes,No,No,No,No,,,,,,,,,,
,,,5/11/2019 20:23,6037,25-34,Male,100,50,0,0,90,10,35,55,100,60,0,95,50,50,0,45,65,35,15,100,95,35,40,20,30,30,95,Yes,No,No,No,No,,,,,,,,,,
,,,5/11/2019 20:21,6037,35-44,Male,100,80,80,40,80,70,75,100,100,80,75,100,100,80,85,65,65,40,25,75,90,100,100,100,100,20,90,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:19,6037,45-54,Female,100,100,50,0,0,50,100,100,55,0,100,75,100,100,50,40,85,95,35,100,100,80,100,85,85,25,75,No,,,,,,,,,,,,,,
,,,5/11/2019 20:17,6037,45-54,Female,100,100,0,0,50,100,100,100,50,0,100,100,100,100,50,30,50,50,30,100,100,50,100,100,100,50,100,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:15,6037,35-44,Male,100,100,50,15,100,65,60,100,80,0,100,80,100,95,85,40,100,100,40,100,100,100,90,100,100,10,100,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:13,6037,35-44,Female,95,95,55,10,10,95,95,95,55,10,90,95,65,95,50,10,,95,50,95,95,95,95,100,55,,35,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:10,6037,18-24,Female,100,100,50,50,50,50,50,75,55,55,85,90,70,80,70,50,15,50,45,95,95,65,55,100,75,35,85,Yes,No,No,No,No,,,,,,,,,,
,,,5/11/2019 20:08,6037,,Female,100,70,100,25,20,50,50,85,45,40,45,55,70,60,50,55,65,50,20,60,55,45,100,90,65,,70,Yes,Yes,No,No,,,,,,,,,,,
,,,5/11/2019 20:06,6037,45-54,Female,50,80,60,10,70,50,30,75,25,0,40,90,60,70,20,40,75,85,40,80,80,75,60,75,95,50,95,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 20:03,6037,45-54,Female,95,70,65,10,10,50,60,80,40,15,90,80,95,80,50,25,90,90,50,90,90,80,80,85,85,20,90,Yes,Yes,Yes,No,,,,,,,,,,,
,,,5/11/2019 20:00,6037,35-44,Female,100,100,80,0,70,50,50,75,20,0,70,65,80,,65,0,,,20,35,40,35,60,75,95,,95,Yes,Yes,No,No,,,,,,,,,,,
,,,5/11/2019 19:57,6037,45-54,Male,100,95,100,1,91,61,61,89,87,31,89,100,71,100,85,63,95,93,43,37,63,65,93,90,65,45,100,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 19:53,6037,35-44,Male,95,95,95,45,95,65,65,80,80,0,85,95,95,90,50,50,90,80,30,90,90,90,85,85,85,25,90,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,5/11/2019 15:39,6037,45-54,Male,100,100,50,0,50,50,50,95,80,24,100,75,100,50,75,50,100,75,14,50,50,90,100,100,100,8,96,No,,,,,,,,,,,,,,
,,,5/11/2019 15:36,6037,35-44,Male,0,100,0,0,92,50,50,50,100,50,100,0,100,50,100,40,100,100,50,0,50,25,100,100,100,50,100,,,,,,,,,,,,,,,
,,,5/11/2019 15:31,6037,35-44,Female,0,99,0,0,50,50,92,95,50,0,100,95,100,96,95,40,94,95,50,100,100,100,100,100,50,15,86,,,,,,,,,,,,,,,
,,,5/11/2019 15:28,6037,35-44,Female,100,100,100,50,100,50,100,100,100,0,100,100,99,50,100,48,50,50,30,100,50,100,100,100,100,15,100,,,,,,,,,,,,,,,
,,,5/11/2019 15:18,5024,45-54,Male,90,90,0,0,50,100,100,100,50,0,100,100,50,50,50,50,100,50,15,50,50,50,50,100,50,30,50,,,,,,,,,,,,,,,
,,,5/11/2019 15:14,6037,45-54,Female,85,100,50,0,50,80,70,100,100,0,100,100,100,100,100,50,100,60,,100,100,86,,,100,10,100,,,,,,,,,,,,,,,
,,,5/11/2019 15:11,6037,25-34,Female,100,100,70,70,75,75,50,85,85,5,100,80,100,75,80,40,100,75,10,100,100,100,95,85,100,30,100,,,,,,,,,,,,,,,
,,,5/11/2019 15:05,6037,45-54,Female,100,100,0,0,50,50,50,85,50,0,50,56,75,50,50,50,74,41,10,100,100,75,82,50,90,14,100,,,,,,,,,,,,,,,
,,,5/11/2019 15:00,6037,35-44,Male,80,80,60,10,61,80,80,100,90,0,100,50,65,50,35,30,100,90,20,21,50,35,50,50,85,21,50,,,,,,,,,,,,,,,
,,,5/11/2019 14:56,6037,45-54,Female,100,100,0,1,0,50,50,85,0,50,100,100,100,100,100,40,50,100,15,89,41,100,100,100,75,30,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:51,6037,45-54,Female,100,50,50,0,50,50,50,50,50,50,100,50,100,50,50,50,50,50,50,50,50,50,49,50,50,50,50,,,,,,,,,,,,,,,
,,,5/11/2019 14:47,6037,45-54,Female,100,100,50,0,50,52,50,75,56,100,60,63,70,85,75,13,58,87,25,75,70,83,96,96,100,0,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:43,6037,25-34,Female,50,100,50,50,100,50,50,100,75,1,100,100,100,100,50,40,100,81,25,100,100,86,100,100,100,25,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:40,6037,25-34,Female,50,75,50,50,95,60,50,50,55,0,100,100,75,85,50,40,75,50,25,86,86,75,100,85,61,20,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:36,6037,35-44,Female,100,100,50,50,100,50,25,80,100,50,100,100,100,75,50,40,92,92,60,100,100,100,100,75,100,60,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:32,6037,45-54,Female,100,100,100,0,0,50,50,100,60,0,100,100,100,100,100,28,100,80,10,0,0,100,100,100,100,30,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:28,6037,45-54,Male,100,100,100,0,0,0,100,100,100,0,100,100,100,95,50,50,100,100,50,100,100,100,93,100,100,50,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:25,6037,45-54,Male,100,50,1,1,95,100,100,100,50,0,100,100,50,100,25,30,94,94,25,94,95,75,75,94,75,0,50,,,,,,,,,,,,,,,
,,,5/11/2019 14:21,6037,35-44,Female,100,100,60,20,60,60,60,90,80,0,100,60,50,60,50,,,,,100,100,50,100,60,50,,80,,,,,,,,,,,,,,,
,,,5/11/2019 14:17,6037,45-54,Female,100,100,0,1,0,60,60,93,50,0,75,100,100,,,,,,,,,,,,100,28,100,,,,,,,,,,,,,,,
,,,5/11/2019 14:14,6037,35-44,Female,50,50,100,0,100,100,100,100,100,50,95,95,50,100,100,50,50,50,100,50,50,50,91,100,50,50,50,,,,,,,,,,,,,,,
,,,5/11/2019 14:10,6037,45-54,Female,100,100,0,90,75,75,75,90,100,0,80,65,100,94,75,40,99,99,89,100,100,90,95,99,100,17,100,,,,,,,,,,,,,,,
,,,3/11/2019 20:01,6037,35-44,Male,100,60,30,0,75,70,60,90,70,0,100,90,90,90,10,50,60,50,50,80,80,80,90,90,95,5,90,No,,,,,,,,,,,,,,
,,,3/11/2019 19:58,6037,45-54,Female,100,100,49,38,100,70,70,49,50,50,100,100,100,100,90,40,100,100,40,50,50,100,100,95,100,30,95,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 19:54,6037,35-44,Female,100,100,100,1,0,100,100,100,50,0,100,100,50,100,100,50,50,50,49,50,50,50,51,100,100,20,50,Yes,Yes,Yes,No,No,,,,,,,,,,
,,,3/11/2019 19:51,6037,35-44,Male,100,100,0,0,22,80,80,100,100,49,100,100,100,85,50,40,100,49,38,100,100,80,80,48,100,34,100,No,,,,,,,,,,,,,,
,,,3/11/2019 19:48,6037,35-44,Male,100,100,50,37,50,92,80,100,91,50,32,100,80,87,74,43,52,50,38,80,75,49,70,55,54,44,100,Yes,No,,,,,,,,,,,,,
,,,3/11/2019 19:45,6037,45-54,Female,100,100,100,10,100,15,50,78,8,8,96,93,100,60,91,30,78,21,8,96,96,96,100,100,100,4,96,Yes,No,No,No,,,,,,,,,,,
,,,3/11/2019 19:41,6037,35-44,,100,100,50,,75,15,16,100,50,50,100,99,100,50,6,50,100,49,9,100,100,100,100,75,100,40,100,No,,,,,,,,,,,,,,
,,,3/11/2019 19:38,6037,45-54,Do not wish to state,100,100,49,7,85,15,10,7,88,0,49,95,90,90,50,0,,49,100,100,100,100,100,90,100,27,87,No,,,,No,,,,,,,,,,
,,,3/11/2019 19:33,6037,55-64,Female,85,92,0,49,,,,,,,,,,,,,,,,,,,,,60,0,85,Yes,Yes,No,No,No,,,,,,,,,,
,,,3/11/2019 19:31,6037,35-44,Male,90,90,90,10,0,56,56,85,85,4,90,70,90,89,10,40,90,50,10,80,80,75,85,85,100,25,98,Yes,No,No,No,No,,,,,,,,,,
,,,3/11/2019 17:36,6037,35-44,Female,100,100,100,0,100,50,50,50,50,50,50,50,50,50,50,30,40,0,0,50,50,45,50,50,50,50,100,No,No,No,No,No,,,,,,,,,,
,,,3/11/2019 17:31,6037,45-54,Male,100,100,100,0,50,0,1,50,50,100,50,90,75,85,9,50,90,50,51,95,50,92,93,97,55,32,100,Yes,Yes,No,No,No,,,,,,,,,,
,,,3/11/2019 17:08,6037,35-44,Female,95,95,50,7,50,70,95,95,66,3,84,89,95,95,50,40,50,95,25,100,100,95,91,96,95,50,65,,No,,,,,,,,,,,,,
,,,3/11/2019 17:04,6037,45-54,Female,100,100,50,0,0,50,25,75,50,50,50,86,100,91,25,15,50,100,50,100,95,90,95,85,70,22,85,No,,,,,,,,,,,,,,
,,,3/11/2019 17:00,6037,45-54,Female,100,100,50,0,50,50,50,80,26,0,100,100,100,100,50,35,50,50,50,90,90,89,95,82,88,50,95,No,,,,,,,,,,,,,,
,,,3/11/2019 16:57,6037,45-54,Male,100,50,90,0,90,100,50,75,50,25,100,70,80,90,87,43,50,50,23,50,50,50,70,68,75,20,60,No,,,,,,,,,,,,,,
,,,3/11/2019 16:50,6037,35-44,Female,0,50,1,0,0,0,0,60,0,100,50,0,50,50,50,12,16,17,1,50,50,50,50,73,50,50,100,Yes,Yes,No,No,,,,,,,,,,,
,,,3/11/2019 16:46,6037,45-54,Female,87,92,0,0,0,50,54,91,51,0,94,98,90,90,89,40,57,82,86,50,75,80,80,90,95,50,87,No,,,,,,,,,,,,,,
,,,3/11/2019 16:42,6037,45-54,Female,100,100,50,0,100,50,25,80,85,0,100,80,84,80,50,36,50,50,10,100,100,91,64,74,50,40,85,Yes,No,Yes,No,,,,,,,,,,,
,,,3/11/2019 16:38,6037,65-74,Female,100,100,50,0,0,30,32,100,50,0,80,78,100,100,50,30,100,100,70,100,100,100,100,85,85,10,79,Yes,Yes,No,No,,,,,,,,,,,
,,,3/11/2019 15:58,6037,35-44,Female,50,94,0,0,0,50,50,100,0,0,50,,100,100,50,25,50,50,11,50,50,50,50,100,50,22,50,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 15:55,6037,35-44,Female,100,95,85,7,40,50,50,92,89,6,100,100,90,88,56,5,50,50,50,75,75,95,91,100,87,4,80,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,3/11/2019 15:51,6037,45-54,Female,100,100,0,0,50,50,65,100,7,0,85,85,91,50,60,40,65,63,13,100,100,81,81,41,39,10,100,Yes,No,Yes,No,,,,,,,,,,,
,,,3/11/2019 15:46,6037,35-44,Female,50,90,100,50,50,50,100,100,50,0,100,50,50,50,70,50,50,50,50,100,50,50,51,80,50,30,50,No,No,No,No,No,,,,,,,,,,
,,,3/11/2019 15:42,6037,35-44,Female,100,100,50,25,100,50,55,100,75,0,100,100,100,100,50,50,100,100,50,100,100,100,100,75,100,15,60,Yes,Yes,No,No,Yes,,,,,,,,,,
,,,3/11/2019 15:39,6037,35-44,Female,100,100,100,0,100,0,100,100,100,,100,100,100,50,50,50,100,50,50,1,50,50,50,100,100,50,50,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,
,,,3/11/2019 15:36,6037,35-44,Male,100,74,70,50,50,67,67,50,100,50,100,50,75,50,92,40,40,40,20,5,39,50,84,88,100,40,92,,No,,,,,,,,,,,,,
,,,3/11/2019 15:32,6037,45-54,Female,100,77,50,0,50,50,50,51,59,50,100,86,100,91,5,10,81,50,100,100,100,86,87,88,100,21,93,Yes,No,No,No,Yes,,,,,,,,,,
,,,3/11/2019 15:28,6037,45-54,Female,100,100,0,0,0,0,50,1,50,1,100,100,50,100,50,40,50,50,28,100,100,50,50,100,50,100,50,,No,,,,,,,,,,,,,
,,,3/11/2019 15:23,6037,45-54,Female,100,100,50,0,0,45,36,100,50,0,51,100,100,100,50,50,50,50,50,50,50,50,50,100,100,0,100,Yes,Yes,No,No,Yes,,,,,,,,,,
,,,3/11/2019 15:25,6037,45-54,Female,100,50,,5,50,15,15,50,65,5,60,80,69,65,60,10,75,30,55,40,45,50,50,60,65,15,85,No,Yes,Yes,No,,,,,,,,,,,
,,,3/11/2019 15:19,6037,45-54,Female,100,50,50,0,50,55,30,100,100,0,100,100,100,100,0,50,100,100,7,100,100,100,100,100,100,0,100,Yes,Yes,No,No,Yes,,,,,,,,,,
,,,3/11/2019 15:14,6037,25-34,Female,100,100,95,50,0,60,60,60,60,49,70,70,80,80,80,31,95,75,15,100,90,90,90,70,100,45,89,Yes,,No,No,,,,,,,,,,,
,,,3/11/2019 15:10,6037,65-74,Female,87,50,,51,22,37,35,65,50,50,55,45,64,60,40,0,,50,45,50,50,50,44,50,49,,75,Yes,No,No,No,,,,,,,,,,,
,,,3/11/2019 15:07,6037,35-44,Female,100,100,100,0,50,49,42,100,50,100,0,100,51,50,100,31,,,31,31,37,41,47,61,50,50,65,Yes,No,,,,,,,,,,,,,
,,,3/11/2019 15:03,6037,15-18,Female,78,50,25,0,25,65,65,60,35,5,50,50,49,54,47,10,69,68,13,35,35,70,100,75,50,10,50,Yes,Yes,No,No,Yes,,,,,,,,,,
,,,3/11/2019 14:59,6037,45-54,Female,0,100,100,0,50,41,48,100,51,100,100,100,100,50,75,40,50,50,10,40,50,50,50,50,49,40,64,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 14:58,6037,45-54,Male,100,100,50,0,0,14,15,100,50,50,100,100,100,100,50,15,100,100,50,50,50,50,50,100,50,35,50,Yes,Yes,No,,,,,,,,,,,,
,,,3/11/2019 14:55,6037,55-64,Male,4,100,95,10,70,25,25,15,75,20,76,94,44,100,100,45,95,80,40,100,100,100,100,100,,100,100,Yes,Yes,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 14:55,6037,45-54,Female,100,100,50,40,100,40,20,60,100,1,80,80,100,75,0,22,30,100,25,100,100,90,100,100,100,20,100,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 14:51,6037,35-44,Female,100,92,50,0,94,32,27,80,44,50,50,100,96,96,5,50,33,97,5,50,50,50,50,50,83,50,50,Yes,No,No,No,,,,,,,,,,,
,,,3/11/2019 14:50,6037,55-64,Female,25,90,95,8,30,20,20,17,16,40,75,75,40,58,5,20,50,50,51,100,100,100,90,95,69,40,75,Yes,Yes,No,No,,,,,,,,,,,
,,,3/11/2019 14:46,6037,45-54,Female,22,100,73,32,70,65,50,15,49,50,100,100,100,50,85,44,50,36,24,53,53,80,75,33,50,16,99,No,,,,,,,,,,,,,,
,,,3/11/2019 14:45,6037,45-54,Female,100,100,0,1,0,63,64,90,25,0,50,81,75,70,25,50,40,20,76,75,80,50,65,50,85,40,85,No,,,,,,,,,,,,,,
,,,3/11/2019 14:39,6037,45-54,Female,100,100,50,18,53,70,70,88,68,7,50,90,90,75,10,40,75,50,50,95,95,75,80,80,95,35,100,No,,,,,,,,,,,,,,
,,,3/11/2019 14:41,6037,35-44,Female,100,100,75,1,50,50,50,45,44,74,89,92,86,83,85,9,85,90,33,81,76,81,100,95,89,21,86,No,,,,,,,,,,,,,,
,,,3/11/2019 14:33,6037,45-54,Female,100,100,25,20,100,75,65,50,65,0,90,85,100,75,15,40,80,80,20,92,85,80,90,90,91,12,90,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,3/11/2019 14:08,6037,25-34,Female,100,50,50,0,50,50,50,100,100,0,100,100,100,100,100,0,50,50,0,50,50,50,50,50,75,40,50,Yes,No,No,Yes,No,,,,,,,,,,
,,,3/11/2019 14:05,6037,35-44,Female,100,50,1,0,0,1,0,100,99,50,75,75,100,50,50,40,50,75,31,50,50,50,100,86,50,29,75,No,No,No,No,Yes,,,,,,,,,,
,,,3/11/2019 14:00,6037,35-44,Female,100,100,90,50,50,65,65,96,50,45,75,97,95,86,96,30,75,31,24,92,92,83,95,89,81,8,96,Yes,Yes,No,No,,,,,,,,,,,
,,,3/11/2019 13:55,6037,35-44,Female,100,100,50,3,50,40,45,70,20,50,26,90,90,50,75,6,4,28,23,50,50,50,90,67,50,20,90,No,,,,,,,,,,,,,,
,,,3/11/2019 13:51,6037,35-44,Female,100,70,100,20,45,50,45,88,12,75,38,81,77,60,55,17,45,45,55,75,75,50,60,60,60,16,80,No,,No,,,,,,,,,,,,
,,,2/11/2019 20:00,6037,45-54,Female,100,100,90,,50,72,60,100,95,15,88,100,80,90,82,35,94,90,13,95,92,85,83,87,100,40,99,No,,,,,,,,,,,,,,
,,,2/11/2019 19:57,6037,45-54,Male,100,100,0,0,,70,50,100,100,0,100,100,100,100,50,50,94,50,50,50,95,50,50,90,70,30,80,No,,,,,,,,,,,,,,
,,,2/11/2019 19:53,6037,45-54,Female,100,100,9,9,50,50,51,50,55,25,85,85,85,90,95,10,94,90,52,90,85,90,95,80,85,11,94,No,,,,,,,,,,,,,,
,,,2/11/2019 19:49,6037,35-44,Male,15,95,45,10,25,50,75,40,100,10,100,100,50,100,50,40,75,80,60,90,90,90,87,90,100,10,75,Yes,No,No,No,Yes,,,,,,,,,,
,,,2/11/2019 19:42,637,45-54,Male,88,94,75,0,49,57,60,56,100,50,75,75,75,75,50,45,50,51,16,75,75,70,70,80,80,15,90,Yes,Yes,No,No,,,,,,,,,,,
,,,2/11/2019 19:37,6037,35-44,Female,100,100,,0,100,100,100,100,50,45,50,100,100,100,100,45,100,100,50,100,100,50,50,100,100,25,75,Yes,No,No,Yes,Yes,,,,,,,,,,
,,,2/11/2019 19:32,6037,45-54,Female,100,100,50,51,100,49,45,74,50,50,75,50,50,50,49,50,50,50,25,50,50,50,51,40,100,25,50,No,,,,,,,,,,,,,,
,,,2/11/2019 19:29,6037,35-44,Female,100,100,0,5,5,10,15,25,25,50,95,55,35,70,50,45,50,40,40,40,72,80,46,50,85,15,80,No,,,,,,,,,,,,,,
,,,2/11/2019 19:24,6037,35-44,Female,100,100,0,0,100,100,100,50,100,0,50,0,50,50,100,0,50,50,50,0,50,49,50,50,0,0,50,Yes,No,No,No,,,,,,,,,,,
,,,2/11/2019 19:20,6037,35-44,Female,5,40,0,2,2,45,45,100,50,0,95,100,50,60,0,40,75,50,10,50,50,100,100,60,100,39,95,Yes,No,No,Yes,No,,,,,,,,,,
,,,2/11/2019 14:06,6037,35-44,Male,98,98,44,0,21,15,16,16,16,16,97,98,99,7,34,34,34,34,35,,,,,,,,,,,,,,,,,,,,,,,
,,,2/11/2019 9:44,6037,35-44,Female,100,100,100,0,100,0,20,20,20,60,90,100,100,100,60,25,40,25,25,60,90,80,84,88,59,40,97,Yes,Yes,Yes,Yes,No,,,,,,,,,,
